tweet_id_customer,text_customer,tweet_id_uber,text_uber
129958,"@Uber_Support
One of the worst experience with Uber Pool. My trip was ended in half way and I was asked to leave vehicle by Customer Care executive when driver contacted him. Horrible treatment? Shame on Uber! https://t.co/luVbyjLwzO",129959,@145296 Here to help! Send us a note at https://t.co/K05RdmK3t4 so our team can connect.
129960,@Uber_Support Thanks! But I don't need anything copied and pasted at the moment. Pretty sure it's either less or at best equal to what was already in place. You guys belittle us often in an attempt to act like your listening.,129961,@145291 Please confirm your email address or phone number through direct message so we can further assist.
129963,"@Uber_Support It happened again this morning. And again, my acceptance rate dropped. I DM'ed my email as you asked yesterday, still no word.",129965,@145297 Sorry for the trouble! Please confirm your email address or phone number so we can further assist.
129964,"@115877: Wassup with the driver app? I get requests, tap accept inmediately and they vanish. It hangs for seconds, then the map screen shows up again. Every time this happens, I gets counted as a decline. Today I declined NOT A SINGLE REQUEST, yet my account has 56% acceptance.",129962,@145297 Here to help! Please send us a DM with your email address for further assist.
129967,@Uber_Support @3564 sir pls help.... There is no resolution.,129969,@145298 Sorry for the delay! Requests are responded to in the order received and we’ll follow up as soon as possible. Thank you again for your patience.
129968,@Uber_Support Still No resolution. No revert on support conversation.,129966,"@145298 We're happy to help, Pulkit! A member of our team is looking into this matter and will reach out to you as soon as possible. Thank you for your continued patience."
129976,@Uber_Support @119983 @115873 i have already mailed several times....also i have deleted and re created mt account but nothing works. Ur customer support sucks. Again you are re routing the complaint. It will not produce anything fruitful like this.,129975,"@145298 Thanks for letting us know, Pulkit. We're taking a closer look, and have identified an issue affecting your ability to use your account. We've reached out with more details on your support conversation. Please follow up with us there so we can further assist."
129978,"@115873 @Uber_Support @119983 Also i get promotion to my number which i can't apply to my account, which is quite frustrating. If my account can't apply these then don't send. As this is like miscommunication and i will file a case in consumer court if i am harassed like this.",129977,@145298 Here to help. Send us a note at https://t.co/lqVgKo4ZO3 so our team can connect.
129982,"@115873 cannot apply promo codes to account linked with 9428073737
Pls check.",129981,@145299 Let's take a closer look! Send us a note via https://t.co/lqVgKo4ZO3 so our team can follow up.
129984,@7492 im a uber driver that need help but I never get any help from uber support regarding my profile being link to a wrong partner..it was actually link by uber support it self from there side now there don't willing to help me regarding this issue,129983,@144891 We apologize for the trouble! We're currently reviewing your email and will connect right away.
129986,@Uber_Support I am facing problem in applying promo code in my account __email__ what is happening in this case,129985,@145300 Here to help. Send us a note at https://t.co/lqVgKnNopt so our team can connect.
129988,@115873 why all my rides waiting time is more than 10min ? Uber in Brazil is getting pretty bad quickly even for uber vips,129987,"@145301 Hi there! We're here to help. Send us a note here, https://t.co/e8HVorX5rh and so our team will assist."
129990,Thanks a lot @Uber_Support @115873 for not helping me at all. I am on vacation and want to use your service but I cannot because one of your drivers last Christmas said he rode my family but really did not. Now I have a hold on my Uber account and cannot call for a car.,129989,@145302 Here to help! Send us a note here; https://t.co/xMxswVLBKT and our team will be able to assist!
129992,"@115873 just lost a customer, I'll be taking @115879 next time.  Driver tried to overcharge me $100, I have to wait 3 days to get that $ back and he's still getting paid for the ride.  Full refund was warranted in this situation and Uber failed to do the right thing. https://t.co/7UvP6nfOlF",129991,@143292 Sorry to hear about the trouble. Please follow up with us in-app or by e-mail to continue communication on this. We're happy to help!
129994,"My Email id is __email__ i have also done your previous Activities on your UBER App

Now you what to do how to resolve i need only resolution. so do as soon as possible.@115873 @7506 @119983 https://t.co/0EIcQeksKC",129993,@145303 Hi Amit! We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.
130575,"@Uber_Support They've been in touch ""We understand that this experience may have been frustrating. However, we’re unable to add any credits or adjustments for this order""",130577,@145466 Sorry to hear about the trouble! Please reply in-app or by e-mail to continue communication on this. We'll follow up there.
130576,@115877 the usual great food from @7548 was inedible because driver took so long to deliver!,130574,@145466 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.
130579,@Uber_Support guys there's no option for being charged twice for one trip.,130578,@145467 So sorry about the trouble! Please send us a DM with your email address and more details so we can connect.
130581,@Uber_Support hi there. I got charged twice for one trip. please assist.,130580,"@145467 Happy to help! Send us a note here, https://t.co/oEOANqFpjc, and our team will follow up."
130583,"@Uber_Support 
I had been waiting a long way. So I canceled the booking. So I request that I should see my money back. https://t.co/fihTbgNoB7",130582,@145468 Here to help! Send us a note at https://t.co/QsI1vsvcif so our team can connect.
130585,"@Uber_Support Hello
I’m a Uber user on Taiwan,if I have business trip to US,I need to do some process or I just go and use Uber app on the US?",130584,@145469 Happy to help! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.
130588,Fuck you @116288 @115873 @Uber_Support . And since you can't provide what you're displaying you're not letting me book ??? Disgusting https://t.co/2YWn4CUBtF,130586,"@145470 Send us a note here; https://t.co/xMxswVu0mj, and our team will be able to help!"
